"articulos"	"rubro"	"subrubro"	"subsubrubro"	"familia"
"Flauta grande o familiar"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan francés,o flauta común"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Baguette"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan catalán"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Felipe"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Marsellés"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Miñón"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Porteño"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan de pita"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan integral de molde"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Flauta integral"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Miñón integral"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Tortuga"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan de pancho,de Viena"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pebetes"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan casero"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Galleta de campaña chica"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Galleta de campaña grande"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan empaquetado blanco (Pan Americano) Paquete chico"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan empaquetado blanco,paquete grande"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan Integral o de Salvado en paquete chico"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan Integral o de Salvado en paquete grande"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan de Tortuga envasado"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan de Pancho,de Viena envasado"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pebetes envasados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan  de Pita,envasado"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Bizcochos  comunes"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Bizcochos de manteca"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Bizcochos secos:,coquitos plantillas polvorones"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Borlas o ""bolas"" de fraile"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Masitas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Merengues"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pionono"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Bizcochuelo entero"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Torta dulce entera rellena"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Tarta de frutas entera"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Saladitos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Galletas marina y malteada,saladas,integrales,grisines envasados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Galletitas dulces,waffles,barquillos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Alfajores chicos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Alfajores grandes,(comunes)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Alfajores extra grandes"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan rallado"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Pan Dulce , Budín inglés"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Rosca dulce o salada"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Panes especiales saborizados (ajo, cebolla, etc.)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Productos de Panadería"
"Harina de trigo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Harinas"
"Harina integral, salvado de trigo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Harinas"
"Harinas de maíz"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Harinas"
"Fécula de maíz ,almidón de maiz"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Harinas"
"Avena, salvado de avena, sémola, semolín,mazamorra,maíz pisingallo para pop"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Harinas"
"Gofio"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Harinas"
"Harina de arroz,de soja,de garbanzo,de mandioca, de papa,fariña y premezclas para celíacos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Harinas"
"Arroz común (blanco,integral,paraboiled medio grano)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Cereales"
"Arroz con gustos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Cereales"
"Copos de cereal,granola,muesli,fitoestrógenos,cereales para bebés"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Cereales"
"Barritas de cereales ,chica"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Cereales"
"Barrita de cereales grande"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Cereales"
"Fideos ,pastas ,capelletis secos y capas para lasagna secas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Pastas"
"Pasta fresca sin relleno suelta o envasada"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Pastas"
"Pasta fresca rellena, envasada"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Pastas"
"Sorrentinos,romanitos,panzotis,raviolones,sueltos(unidades grandes )"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Pastas"
"Ravioles,capeletis(unidades pequeñas),sueltos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Pastas"
"Lasañas rellena, para cocinar"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Pastas"
"Masas,prepizzas,tapas de empanadas,capas de lasagnas y panqueques"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Pastas"
"Tortas saladas, empanadas, congeladas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Pastas"
"Pizzas,muzarella congeladas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Pastas"
"Pastas rellenas con salsa o tuco preparadas,congeladas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Pastas"
"Comidas semielaboradas,otras,congeladas a base de harina"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"PAN Y CEREALES"	"Pastas"
"Nalga,vacío y bola de lomo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne vacuna"
"Lomo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne vacuna"
"Cuadril,asado de nalga, picaña,peceto,bife angosto, colita de cuadril"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne vacuna"
"Carne para milanesa"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne vacuna"
"Cadera,rueda"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne vacuna"
"Carne picada común"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne vacuna"
"Carne picada especial"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne vacuna"
"Carne picada magra"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne vacuna"
"Asado de tira"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne vacuna"
"Aguja,falda,paleta,matambre"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne vacuna"
"Osobuco, cogote, garrón"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne vacuna"
"Costillas con lomo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne vacuna"
"Costilla redonda,costilla sin lomo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne vacuna"
"Cordero entero,oveja entera"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne ovina"
"Carne ovina,cortes de cordero y oveja"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne ovina"
"Lechón y cerdo entero,"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne de cerdo"
"Costillas de cerdo,pechito y asado de espinazo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne de cerdo"
"Carré y pulpa de cerdo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne de cerdo"
"Partes del cerdo, otras(cortes traseros con hueso )"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne de cerdo"
"Pollo entero, congelado o fresco,con o sin menudos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne de aves"
"Pollo,cortes con hueso"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne de aves"
"Pulpa de pechuga,supremas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne de aves"
"Pamplona de pollo,cruda"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne de aves"
"Gallina entera"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Carne de aves"
"Jamón, lomito, paleta, bondiola, pastrami, de corte"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Jamón ,lomito,paleta, bondiola, pastrami cortado,envasado al vacío"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Jamón crudo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Leonesa,mortadela, matambre de carne relleno, de corte"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Leonesa,mortadela, matambre de carne cortado,envasado al vacío"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Panceta y tocino,de corte"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Panceta y tocino, envasado al vacío"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Longaniza, salchichón, salame ,de corte"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Longaniza,salchichón,salame,envasados al vacío"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Longaniza,chacarero,cantimpalo,secos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Corned beef, pasta de jamón,ternera y salchichas de viena enlatados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Paté de carne o hígado,embutido,butifarra"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Morcillas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Frankfurters sueltos o envasados al vacío"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Salchichas alemanas, suizas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Chorizos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Húngaras"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Pildoritas sueltas o envasadas al vacío"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Salchicha parrillera (rueda)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Patés de pollo o pavita"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Frankfurters y leonesa de pollo, matambre de pollo, jamón de pavo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Fiambres, embutidos y conservas de carne"
"Carnes secas ,saladas o ahumadas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Comidas preparadas a base de carnes"
"Milanesa de carne, preparada para freir"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Comidas preparadas a base de carnes"
"Hamburguesas para cocinar de carne"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Comidas preparadas a base de carnes"
"Hamburguesas de pollo para cocinar"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Comidas preparadas a base de carnes"
"Milanesas de pollo preparada para freír"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Comidas preparadas a base de carnes"
"milanesade jamon y queso preparada para freir"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Comidas preparadas a base de carnes"
"Otras carnes frescas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"CARNES"
"Menudencias,achuras de vaca, mondongo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Desperdicios comestibles frescos, refrigerados o congelados"
"Seso, molleja"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Desperdicios comestibles frescos, refrigerados o congelados"
"Menudos de ave, otros"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Desperdicios comestibles frescos, refrigerados o congelados"
"Menudencias, achuras ovinas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"CARNES"	"Desperdicios comestibles frescos, refrigerados o congelados"
"Pescados frescos ,(no fileteado)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Pescados y mariscos"	"Pescados frescos y congelados"
"Bifes:merluza, corvina,cazón,brótola,pejerrey,pescadila"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Pescados y mariscos"	"Pescados frescos y congelados"
"Atún en rodajas,fresco y envasado al vacío"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Pescados y mariscos"	"Pescados frescos y congelados"
"Bifes de pez espada,lomos de abadejo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Pescados y mariscos"	"Pescados frescos y congelados"
"Bifes de salmón, salmón ahumado"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Pescados y mariscos"	"Pescados frescos y congelados"
"Pescado congelado fileteado (merluza, atún, tronquitos de mar)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Pescados y mariscos"	"Pescados frescos y congelados"
"Pescados congelados (no fileteados), otros"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Pescados y mariscos"	"Pescados frescos y congelados"
"Pescados  secos,ahumados o salados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Pescados y mariscos"	"Pescados procesados y preparados"
"Pescados enlatados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Pescados y mariscos"	"Pescados procesados y preparados"
"Comidas preparadas a base de pescado, empanados congelados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Pescados y mariscos"	"Pescados procesados y preparados"
"Mejillones frescos con cáscara"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Pescados y mariscos"	"Mariscos"
"Pulpa de mariscos:mejillones,berberechos,almejas,calamares,pulpo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Pescados y mariscos"	"Mariscos"
"Quesos untables ,ricota,queso blanco,requesón,quesos fundidos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Quesos"
"Queso rallado"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Quesos"
"Queso muzarella y de sandwich"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Quesos"
"Quesos frescos,otros"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Quesos"
"Quesos especiales:Camembert,Brie, Fondue,Mascarpone,de cabra, tipo Roquefort"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Quesos"
"Queso duro o semiduro"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Quesos"
"Leche común entera,envasada ,con vitaminas,con minerales"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Lácteos (excepto quesos)"
"Leche entera larga vida en caja"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Lácteos (excepto quesos)"
"Leche descremada,con vitaminas ,con minerales"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Lácteos (excepto quesos)"
"Leche descremada larga vida en caja"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Lácteos (excepto quesos)"
"Leche de tambo no pasteurizada"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Lácteos (excepto quesos)"
"Leches, otras (saborizadas ,de crecimiento,con omega 3)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Lácteos (excepto quesos)"
"Leche en polvo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Lácteos (excepto quesos)"
"Yogurt común,frutado,dietético y bioyogurt"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Lácteos (excepto quesos)"
"Crema doble"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Lácteos (excepto quesos)"
"Postres y flanes preparados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Lácteos (excepto quesos)"
"Productos lácteos que no contengan leche de vaca (leche de soja)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Lácteos (excepto quesos)"
"Huevos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Lácteos y huevos"	"Huevos"
"Aceites comestibles todo tipo,(no de oliva ni de maíz)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Aceites y grasas"	"Aceites"
"Aceite de maíz"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Aceites y grasas"	"Aceites"
"Aceite de oliva"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Aceites y grasas"	"Aceites"
"Otros aceites:avellana,nuez"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Aceites y grasas"	"Aceites"
"Grasas vegetales,margarina"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Aceites y grasas"	"Grasas"
"Manteca"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Aceites y grasas"	"Grasas"
"Grasa animal comestible, vaca, capón, cerdo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Aceites y grasas"	"Grasas"
"Bergamota,naranja"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Limón"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Pomelo blanco y rosado"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Mandarina"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Melón"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Sandía"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Ciruela"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Durazno, damasco, pelón"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Kiwis"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Frutillas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Bananas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Manzanas,"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
